budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
25000000, 18|  Drama,0,380, 30|  individual|  791|  mentally disabled|  1646|  autism|  1872|  loss of father|  1873|  yuppie|  1874|  car dealer|  1906|  egocentrism|  9935|  travel|  11428|  convertible|  15106|  psychiatrist|  179431|  duringcreditsstinger|  214965|  savant,en,Rain Man,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,49.510658, United Artists|  60|  Star Partners II Ltd.|  206,11-12-1988,412800000,133, it|  Italiano|  en|  English,Released,A journey through understanding and fellowship.,Rain Man,7.6,1709
33000000, 18|  Drama,http://www.thegrantorino.com/,13223, 570|  rape|  1543|  war veteran|  1900|  immigration|  10093|  priest|  10726|  gang|  10938|  old man|  13130|  teenager|  13142|  gangster|  18021|  detroit|  33476|  widower|  33885|  car|  198536|  hmong,en,Gran Torino,Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy| tough-minded| unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao| a young Hmong teenager under pressure from his gang member cousin| tries to steal his Gran Torino| Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family| Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.,50.7453, Village Roadshow Pictures|  79|  Malpaso Productions|  171|  Gerber Pictures|  975|  Warner Bros.|  6194|  Double Nickel Entertainment|  10138|  Matten Productions|  27351|  WV Films IV|  27352,09-12-2008,269958228,116, en|  English,Released,Ever come across somebody you shouldn't have messed with?,Gran Torino,7.8,3086
25100000, 18|  Drama|  36|  History,http://www.wthefilm.com,10523, 279|  usa|  833|  white house|  840|  usa president|  6375|  george w. bush|  8570|  president|  15087|  iraq war,en,W.,Whether you love him or hate him| there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bush’s eventful life -- his struggles and triumphs| how he found both his wife and his faith| and of course the critical days leading up to Bush’s decision to invade Iraq.,10.445391, Ixtlan Productions|  525|  Emperor Motion Pictures|  2726|  Global Entertainment Group|  2727,17-10-2008,29506464,131, es|  Espa\u00f1ol|  en|  English,Released,A life misunderestimated.,W.,6.1,143
25000000, 28|  Action|  53|  Thriller,0,8681, 90|  paris|  1930|  kidnapping|  6019|  human trafficking|  10084|  rescue|  13059|  prostitution|  182045|  albanian|  197430|  missing daughter|  212801|  ex cia agent,en,Taken,While vacationing with a friend in Paris| an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock| her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him| the job may be more than he can handle.,80.879032, Twentieth Century Fox Film Corporation|  306|  M6 Films|  1115|  Canal+|  5358|  TPS Star|  6586|  Grive Productions|  6877|  EuropaCorp|  6896|  M6|  11261|  Wintergreen Productions|  11845|  All Pictures Media|  23614,18-02-2008,226830568,93, en|  English|  fr|  Fran\u00e7ais|  ar|  \u0627\u0644\u0639\u0631\u0628\u064a\u0629|  sq|  shqip,Released,They took his daughter.  He'll take their lives.,Taken,7.2,4369
26000000, 18|  Drama|  10749|  Romance,0,239571, 161272|  high school sweetheart,en,The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,33.93914, Relativity Media|  7295,16-10-2014,35926213,117, en|  English,Released,You never forget your first love.,The Best of Me,7.2,765
25000000, 53|  Thriller|  28|  Action|  18|  Drama|  10402|  Music|  10749|  Romance,0,619, 1156|  sister sister relationship|  1596|  anonymous letter|  2992|  diva|  3088|  bodyguard|  3089|  oscar award|  12670|  los angeles,en,The Bodyguard,A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first| the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long| all that tension sparks fireworks of another sort| and the love-averse tough guy is torn between duty and romance.,26.576385, Tig Productions|  335|  Warner Bros.|  6194|  Kasdan Pictures|  13040,25-11-1992,411006740,129, en|  English,Released,Never let her out of your sight. Never let your guard down. Never fall in love.,The Bodyguard,6.1,661
22000000, 18|  Drama|  36|  History|  10752|  War,http://www.schindlerslist.com/,424, 1382|  factory|  1631|  concentration camp|  1701|  hero|  1739|  holocaust|  1956|  world war ii|  2652|  nazis|  3599|  defense industry|  5565|  biography|  194409|  the holocaust,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,104.469351, Universal Pictures|  33|  Amblin Entertainment|  56,29-11-1993,321365567,195, de|  Deutsch|  pl|  Polski|  he|  \u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea|  en|  English,Released,Whoever saves one life| saves the world entire.,Schindler's List,8.3,4329
25000000, 18|  Drama,http://thehelpmovie.com/#/splash,50014, 787|  mississippi|  818|  based on novel|  2804|  exploitation|  6984|  racial segregation|  12425|  racism|  13028|  writer|  13097|  maid|  13098|  moral courage|  13099|  ressentiment|  176219|  southern belle|  204173|  racial issues|  208992|  1960s|  209334|  newspaper columnist,en,The Help,Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia Skeeter Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson| Mississippi revolves around the help; yet they are always kept at a certain distance because of racial lines.,42.191509, DreamWorks SKG|  27|  1492 Pictures|  436|  Participant Productions|  2030|  Imagenation Abu Dhabi FZ|  6736|  Reliance Entertainment|  7294|  Touchstone Pictures|  9195,09-08-2011,124272124,146, en|  English,Released,Change begins with a whisper.,The Help,7.8,1910
28000000, 18|  Drama|  53|  Thriller,0,162903, 736|  journalist|  5565|  biography|  11615|  internet|  33646|  information leak|  208647|  activist,en,The Fifth Estate,A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg| and how the website's growth and influence led to an irreparable rift between the two friends.,20.267062, DreamWorks SKG|  27|  Participant Media|  6735|  Reliance Entertainment|  7294|  Touchstone Pictures|  9195|  Anonymous Content|  10039,11-10-2013,8555008,128, en|  English,Released,You can't expose the world's secrets without exposing yourself,The Fifth Estate,5.7,364
0, 9648|  Mystery|  14|  Fantasy|  12|  Adventure|  35|  Comedy,0,11024, 703|  detective|  1299|  monster|  6101|  engine|  10988|  based on tv series|  15162|  dog,en,Scooby-Doo 2: Monsters Unleashed,When Mystery| Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology| a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis| mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?,22.644275, Mosaic Media Group|  748|  Warner Bros.|  6194,24-03-2004,181466833,93, en|  English,Released,They came. They saw. They ran.,Scooby-Doo 2: Monsters Unleashed,5.4,500
26000000, 53|  Thriller|  12|  Adventure|  9648|  Mystery|  14|  Fantasy,0,208763, 1299|  monster|  2795|  mystic|  14765|  church|  15001|  demon|  40931|  witchcraft|  156810|  science|  177895|  dark fantasy|  209714|  3d,ru,Viy,Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains| he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers| having dug a deep moat to fend themselves from the rest of the world| share a naive belief that they could save themselves from evil| failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.,7.182761, Universal Pictures|  33|  Ankor-Film|  21450,30-01-2014,0,127, en|  English|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439,Released,The truth is in you,Forbidden Kingdom,4.9,71
30000000, 27|  Horror,0,6466, 9826|  murder|  10776|  marijuana|  13130|  teenager|  161794|  bad dream,en,Freddy vs. Jason,Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger| thus freeing him from limbo.,26.69592, New Line Cinema|  12|  Cecchi Gori Group Tiger Cinematografica|  371|  Avery Pix|  1565|  Sean S. Cunningham Films|  17611|  Crystal Lake Entertainment|  21783|  WTC Productions|  50102|  Yannix Technology Corporation|  53063,15-08-2003,114908830,97, en|  English,Released,Evil Will Battle Evil,Freddy vs. Jason,5.8,594
0, 53|  Thriller|  18|  Drama,0,254024, 161982|  murder investigation,en,The Face of an Angel,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,7.336256, Revolution Films|  163|  BBC Films|  288|  Cattleya|  10102|  Vedette Finance|  34381|  Multitrade|  48197|  Ypsilon Films|  53326,06-09-2014,0,100, en|  English|  fr|  Fran\u00e7ais,Released,Forget the truth| find the story.,The Face of an Angel,4.7,64
25000000, 28|  Action|  12|  Adventure|  16|  Animation|  35|  Comedy|  10751|  Family|  14|  Fantasy|  878|  Science Fiction,0,12589, 797|  showdown|  2998|  gi|  3289|  villain|  6257|  genius|  9951|  alien|  10084|  rescue|  12101|  miniaturization|  14544|  robot|  14643|  battle|  18069|  laser gun|  18096|  spear|  33353|  boy genius,en,Jimmy Neutron: Boy Genius,Jimmy Neutron is a boy genius and way ahead of his friends| but when it comes to being cool| he's a little behind. All until one day when his parents| and parents all over Earth are kidnapped by aliens| it's up to him to lead all the children of the world to rescue their parents.,12.739721, Nickelodeon Movies|  2348|  Universal Cartoon Studios|  4285|  Paramount Animation|  24955,21-12-2001,80936232,83, en|  English,Released,He may be small| but he's got a big brain!,Jimmy Neutron: Boy Genius,5.6,231
25000000, 28|  Action|  53|  Thriller|  878|  Science Fiction,http://www.cloverfieldmovie.com/,7191, 720|  helicopter|  1299|  monster|  1418|  skyscraper|  1721|  fight|  2249|  camcorder|  4210|  panic|  4630|  chaos|  6152|  supernatural|  6898|  quarantine|  9713|  friends|  9951|  alien|  10084|  rescue|  10349|  survival|  10617|  disaster|  10685|  escape|  11100|  giant monster|  161791|  kaiju|  162365|  military|  163053|  found footage|  179430|  aftercreditsstinger,en,Cloverfield,Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera| the film is a document of their attempt to survive the most surreal| horrifying event of their lives.,46.942396, Paramount Pictures|  4|  Bad Robot|  11461,15-01-2008,170764026,85, ru|  P\u0443\u0441\u0441\u043a\u0438\u0439|  en|  English,Released,Some Thing Has Found Us,Cloverfield,6.4,2251
25000000, 878|  Science Fiction|  12|  Adventure|  28|  Action|  35|  Comedy|  10751|  Family,0,1497, 853|  crime fighter|  1721|  fight|  1852|  mutant|  6362|  turtle|  10278|  ninja|  12193|  reporter|  14512|  new york city,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,The Turtles and the Shredder battle once again| this time for the last cannister of the ooze that created the Turtles| which Shredder wants to create an army of new mutants.,15.505137, New Line Cinema|  12|  Golden Harvest Company|  2521,22-03-1991,78000000,88, en|  English,Released,Cowabunga| it's the new turtle movie.,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286
25000000, 80|  Crime|  18|  Drama|  36|  History|  53|  Thriller,0,117, 14899|  white suit|  155714|  al capone|  168590|  tough cop|  177354|  treasury agent|  177359|  untouchable|  177362|  tax evasion|  177364|  jury tampering|  177370|  rule of law|  177372|  rooftop chase|  177380|  cutting face while shaving|  214548|  1930s,en,The Untouchables,Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone| but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone| a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone| but Malone warns him that if he goes after Capone| he is going to war.,38.272889, Paramount Pictures|  4,02-06-1987,76270454,119, en|  English,Released,What are you prepared to do?,The Untouchables,7.6,1384
25000000, 80|  Crime|  18|  Drama|  53|  Thriller,0,6977, 1556|  texas|  2149|  drug traffic|  2708|  hitman|  5616|  united states\u2013mexico barrier|  9937|  suspense,en,No Country for Old Men,Llewelyn Moss stumbles upon dead bodies| $2 million and a hoard of heroin in a Texas desert| but methodical killer Anton Chigurh comes looking for it| with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.,53.645267, Miramax Films|  14|  Scott Rudin Productions|  258|  Paramount Vantage|  838|  Mike Zoss Productions|  2092,08-11-2007,171600000,122, en|  English|  es|  Espa\u00f1ol,Released,There are no clean getaways.,No Country for Old Men,7.7,3003
25000000, 28|  Action|  35|  Comedy,0,168530, 4668|  police operation|  15090|  police officer|  164677|  brother-in-law brother-in-law relationship|  179431|  duringcreditsstinger|  179450|  black men,en,Ride Along,For the past two years| high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister| Angela. When Ben finally gets accepted into the academy| he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister| James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city| James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.,28.468, Universal Pictures|  33|  Rainforest Films|  1309|  Cube Vision|  2780|  Relativity Media|  7295,07-01-2014,153997819,99, en|  English,Released,Propose to this cop's sister? Rookie mistake.,Ride Along,6.1,853
25000000, 35|  Comedy|  10749|  Romance|  18|  Drama,0,634, 65|  holiday|  212|  london england|  392|  england|  567|  alcohol|  572|  sex|  725|  lovesickness|  903|  telecaster|  1421|  birthday|  1441|  christmas party|  1774|  news broadcast|  2039|  sexual frustration|  2913|  diary|  3170|  cigarette|  5600|  daughter|  10707|  mother daughter relationship|  10909|  lawyer|  12193|  reporter|  34094|  extramarital affair|  179431|  duringcreditsstinger|  187056|  woman director|  207317|  christmas,en,Bridget Jones's Diary,A chaotic Bridget Jones meets a snobbish lawyer| and he soon enters her world of imperfections.,35.310712, Miramax Films|  14|  Universal Pictures|  33|  Studio Canal|  5870|  Working Title Films|  10163|  Little Bird|  11358,13-04-2001,281929795,97, en|  English,Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,Bridget Jones's Diary,6.5,1356
25000000, 35|  Comedy|  18|  Drama|  10749|  Romance,0,392, 715|  chocolate|  1919|  mayor|  1924|  praline|  9457|  single|  10707|  mother daughter relationship,en,Chocolat,A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town| religious and morally strict| is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.,28.727731, Miramax Films|  14|  David Brown Productions|  903|  Fat Free|  65781,14-12-2000,152500343,121, en|  English|  fr|  Fran\u00e7ais,Released,...and the world is still indulging!,Chocolat,6.8,951
45000000, 35|  Comedy,0,10327, 521|  washington d.c.|  1680|  boston|  2686|  chambers of a barrister|  7682|  tierversuch|  10909|  lawyer,en,Legally Blonde 2: Red| White & Blonde,After Elle Woods| the eternally perky| fashionably adventurous| famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing| she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd| she pushes for a bill to ban testing once and for all| but it's her building's doorman who advises her on how to get her way on the Hill.,4.340616, Type A Films|  2308|  Marc Platt Productions|  2527|  Metro-Goldwyn-Mayer (MGM)|  8411,02-07-2003,124914842,95, en|  English,Released,Bigger. Bolder. Blonder.,Legally Blonde 2: Red| White & Blonde,5.1,377
25000000, 35|  Comedy,0,88042,0,en,Parental Guidance,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,14.604911, Twentieth Century Fox Film Corporation|  306|  Dune Entertainment|  444|  Dune Entertainment III|  6332|  Chernin Entertainment|  7076|  Walden Media|  10221|  Face Productions|  48638,25-12-2012,119772232,104, en|  English,Released,Here come the grandparents.  There go the rules.,Parental Guidance,5.7,210
25000000, 35|  Comedy|  10749|  Romance,http://www.nostringsattachedmovie.com/,41630, 494|  father son relationship|  1760|  casual meeting|  9139|  student of medicine|  9713|  friends|  9988|  valentine|  10556|  male female relationship|  10827|  open relationship|  11316|  sexual humor|  12392|  best friend|  172454|  casual sex|  178329|  best friends in love|  179431|  duringcreditsstinger|  219779|  fling|  226774|  father son conflict|  231225|  friends with benefit,en,No Strings Attached,Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing| can sex friends stay best friends?,38.688822, Katalyst Films|  817|  The Montecito Picture Company|  2364|  Handsomecharlie Films|  8873,21-01-2011,147780440,107, en|  English,Released,Friendship has its benefits.,No Strings Attached,6.1,1331
25000000, 28|  Action|  12|  Adventure|  18|  Drama|  36|  History|  37|  Western,0,11969, 4948|  retirement|  5074|  wyatt earp|  6145|  right and justice|  6165|  historical figure,en,Tombstone,Legendary marshal Wyatt Earp| now a weary gunfighter| joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.,30.537845, Hollywood Pictures|  915|  Cinergi Pictures Entertainment|  1504,25-12-1993,56505065,130, en|  English|  la|  Latin|  es|  Espa\u00f1ol,Released,Justice is coming.,Tombstone,7.4,626
25000000, 28|  Action|  80|  Crime|  53|  Thriller,0,2085, 779|  martial arts|  898|  hip-hop|  6219|  oakland|  14988|  asian|  237849|  asian man|  237850|  asian lead,en,Romeo Must Die,Two warring gang families (one African-American| the other Chinese) maneuver for bragging rights to the Oakland| California| docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!,19.750059, Silver Pictures|  1885|  Warner Bros.|  6194,20-03-2000,91036760,115, en|  English|  zh|  \u666e\u901a\u8bdd,Released,In the city ruled by criminals| two families have forgotten their fear. He will make them remember.,Romeo Must Die,6,330
2800000, 27|  Horror|  53|  Thriller,0,794, 345|  monk|  530|  prophecy|  1704|  ambassador|  2341|  nanny|  4083|  rottweiler|  4084|  devil's son|  4087|  revelation|  5160|  aggression by animal|  6025|  photography|  11627|  paranormal phenomena|  13001|  cowardliness|  41586|  archaeologist,en,The Omen,Immediately after their miscarriage| the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.,25.939385, Twentieth Century Fox Film Corporation|  306|  Mace Neufeld Productions|  2767,06-06-1976,60922980,111, en|  English|  it|  Italiano|  la|  Latin,Released,It is the greatest mystery of all because no human being will ever solve it.,The Omen,7.2,476
25000000, 27|  Horror|  9648|  Mystery,0,9286, 1829|  beheading|  3737|  dying and death|  4327|  stroke of fate,en,Final Destination 3,A student's premonition of a deadly rollercoaster ride saves her life and a lucky few| but not from death itself – which seeks out those who escaped their fate.,31.64341, New Line Cinema|  12|  Zide-Perry Productions|  3169|  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG|  12067|  Hard Eight Pictures|  48772|  Matinee Pictures|  48785|  Practical Pictures|  48788,10-02-2006,117719158,93, en|  English,Released,This Ride Will Be The Death Of You.,Final Destination 3,5.8,974
25000000, 18|  Drama|  10749|  Romance,http://theluckyonemovie.warnerbros.com/,77877, 818|  based on novel|  1157|  wife husband relationship|  164715|  photo|  182207|  kennel|  182210|  playing chess|  182216|  bomb explosion|  182223|  iraq veteran,en,The Lucky One,U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq| with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives| he shows up at her door| and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life| a romance develops between them| giving Logan hope that Beth could be much more than his good luck charm.,26.811541, Village Roadshow Pictures|  79|  DiNovi Pictures|  813|  Warner Bros.|  6194|  Langley Park Production|  8057,19-04-2012,99357138,101, en|  English,Released,0,The Lucky One,6.8,946
60000000, 12|  Adventure|  18|  Drama|  10751|  Family,http://disney.go.com/disneyvideos/liveaction/bridgetoterabithia/,1265, 1155|  brother sister relationship|  6054|  friendship|  6733|  bullying|  10226|  neighbor|  10873|  school|  13151|  drawing|  15101|  based on children's book|  166287|  school bus|  170344|  imagination|  170345|  creek|  170350|  clubhouse|  170351|  reality vs fantasy|  170356|  outsider|  170362|  fantasy world|  204383|  overflowing with imagination,en,Bridge to Terabithia,Jesse Aarons trained all summer to become the fastest runner in school| so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences| including that she's rich| he's poor| and she's a city girl| he's a country boy| the two become fast friends. Together| they create Terabithia| a land of monsters| trolls| ogres| and giants and rule as king and queen.,40.646102, Walden Media|  10221|  Hal Lieberman Company|  23890|  Lauren Levine Productions Inc.|  60611,16-02-2007,137587063,96, en|  English,Released,Close your eyes| but keep your mind wide open.,Bridge to Terabithia,7,1113
25000000, 18|  Drama,0,866, 212|  london england|  388|  scotland|  970|  parents kids relationship|  1412|  becoming an adult|  2486|  fantasy|  2784|  mother role|  3321|  childhood memory|  3836|  success|  4129|  widow|  4326|  theatre play|  4327|  stroke of fate|  4328|  costume|  4332|  peter pan|  4333|  theatre group|  4414|  adventure|  4549|  loss of husband|  5809|  marriage crisis|  6034|  theatre milieu|  6054|  friendship|  6150|  faith|  9457|  single|  10707|  mother daughter relationship|  10818|  author|  12988|  pirate|  40895|  illness|  184989|  spectacle|  208349|  child,en,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,34.160448, Miramax Films|  14|  Film Colony|  560,17-10-2004,116766556,106, en|  English,Released,Where will your imagination take you?,Finding Neverland,7.2,1223
0, 35|  Comedy|  18|  Drama,http://www.amadeachristmasmovie.com,175555, 207317|  christmas,en,A Madea Christmas,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,5.377155, Lions Gate|  6644,13-12-2013,0,100, en|  English,Released,This Little Fool Thinks She's Getting A Damn Pony,A Madea Christmas,7,35
25000000, 28|  Action|  18|  Drama|  53|  Thriller,http://www.thegreythemovie.com/,75174, 567|  alcohol|  1533|  isolation|  1994|  wolf|  3593|  wilderness|  5774|  forest|  9743|  stranded|  9880|  alaska|  10349|  survival|  12617|  airplane crash|  13073|  fear|  15265|  howling|  34079|  death|  155235|  animal killing|  155372|  freezing|  158130|  animal attack|  158176|  campfire|  168679|  male camaraderie|  168869|  gun in mouth|  179430|  aftercreditsstinger|  188933|  bar fight|  188952|  eaten alive|  212430|  eaten by animal,en,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,48.552871, Scott Free Productions|  1645|  1984 Private Defense Contractors|  8532|  LD Entertainment|  10285|  Open Road Films|  10427|  Inferno Distribution|  11278|  Chambara Pictures|  12234,26-01-2012,77278331,117, en|  English,Released,Live or Die on This Day,The Grey,6.4,1451
25000000, 27|  Horror|  9648|  Mystery|  53|  Thriller,0,11096, 6095|  house|  7942|  imaginary friend|  9937|  suspense|  13056|  loss of wife,en,Hide and Seek,David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter| Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie'| but it isn't long before 'Charlie' develops a sinister and violent side| and as David struggles with his daughter's growing emotional problems| he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.,18.228538, Twentieth Century Fox Film Corporation|  306|  Fox 2000 Pictures|  711|  Josephson Entertainment|  1894|  MBC Beteiligungs Filmproduktion|  73955,27-01-2005,122644820,101, en|  English,Released,Come out| come out| whatever you are.,Hide and Seek,6.1,440
26000000, 35|  Comedy,0,8699, 917|  journalism|  4411|  sexism|  6198|  ladder|  8531|  panda|  18298|  tv show in film|  41390|  mustache|  165288|  misogynist|  167241|  newsroom|  167250|  teleprompter|  167254|  gang warfare|  179430|  aftercreditsstinger|  179431|  duringcreditsstinger|  185281|  news spoof,en,Anchorman: The Legend of Ron Burgundy,It's the 1970s| and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV| but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.,29.342744, Apatow Productions|  10105,09-07-2004,90574188,94, en|  English,Released,They bring you the news so you don't have to get it yourself.,Anchorman: The Legend of Ron Burgundy,6.7,1493
25000000, 18|  Drama|  80|  Crime,http://www.warnerbros.com/goodfellas,769, 378|  prison|  818|  based on novel|  1196|  florida|  1228|  1970s|  1583|  mass murder|  1857|  irish-american|  2149|  drug traffic|  5565|  biography|  9672|  based on true story|  9826|  murder|  10291|  organized crime|  10292|  gore|  10391|  mafia|  13142|  gangster|  14512|  new york city|  14687|  extreme violence|  14819|  violence|  41523|  brooklyn new york city|  214983|  crime epic|  214985|  tampa,en,GoodFellas,The true story of Henry Hill| a half-Irish| half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.,63.654244, Winkler Films|  8880,12-09-1990,46836394,145, it|  Italiano|  en|  English,Released,Three Decades of Life in the Mafia.,GoodFellas,8.2,3128
28000000, 28|  Action,0,10923, 470|  spy|  591|  cia|  1373|  killer robot|  4779|  delinquent|  213102|  teen spy,en,Agent Cody Banks,Recruited by the U.S. government to be a special agent| nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona| Cody struggles with teen angst.,11.859396, Splendid Pictures|  368|  Maverick Films|  4000|  Metro-Goldwyn-Mayer (MGM)|  8411|  Dylan Sellers Productions|  8807|  Madacy Entertainment|  12027,14-03-2003,58795814,102, en|  English,Released,Save the world. Get the girl. Pass math.,Agent Cody Banks,5,284
25000000, 14|  Fantasy|  35|  Comedy|  10751|  Family,0,11283, 936|  loss of mother|  2341|  nanny|  2470|  education|  6333|  wizardry|  10103|  children|  33479|  single father,en,Nanny McPhee,Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children| who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings| Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor| Lady Adelaide Stitch (Angela Lansbury)| threatens to separate the kids| the family pulls together under the guidance of Nanny McPhee.,24.356483, Universal Pictures|  33|  Three Strange Angels|  1973|  Studio Canal|  5870|  Metro-Goldwyn-Mayer (MGM)|  8411|  Working Title Films|  10163|  Nanny McPhee Productions|  76721,21-10-2005,122489822,97, en|  English,Released,You'll Learn To Love Her. Warts And All.,Nanny McPhee,6.4,711
25000000, 28|  Action|  80|  Crime|  18|  Drama|  53|  Thriller,0,111, 416|  miami|  417|  corruption|  592|  capitalism|  701|  cuba|  947|  prohibition|  1155|  brother sister relationship|  1578|  loss of sister|  2150|  cocaine|  34117|  cult film|  157223|  bitterness,en,Scarface,After getting a green card in exchange for assassinating a Cuban government official| Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way| Tony eventually becomes the biggest drug lord in the state| controlling nearly all the cocaine that comes through Miami. But increased pressure from the police| wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.,70.105981, Universal Pictures|  33,08-12-1983,65884703,170, en|  English|  es|  Espa\u00f1ol,Released,The world is yours...,Scarface,8,2948
